,DATE,TEAM_ABBREVIATION,OPP_TEAM_ABBREVIATION,PTS,OPP_PTS,WINS_LOSSES,OPP_WINS_LOSSES,MEAN_PTS,MEAN_PTS_QTR1,MEAN_PTS_QTR2,MEAN_PTS_QTR3,MEAN_PTS_QTR4,MEAN_FG_PCT,MEAN_FT_PCT,MEAN_FG3_PCT,MEAN_AST,MEAN_REB,MEAN_TOV,OPP_TEAM_MEAN_PTS,OPP_TEAM_MEAN_PTS_QTR1,OPP_TEAM_MEAN_PTS_QTR2,OPP_TEAM_MEAN_PTS_QTR3,OPP_TEAM_MEAN_PTS_QTR4,OPP_TEAM_MEAN_FG_PCT,OPP_TEAM_MEAN_FT_PCT,OPP_TEAM_MEAN_FG3_PCT,OPP_TEAM_MEAN_AST,OPP_TEAM_MEAN_REB,OPP_TEAM_MEAN_TOV,ODDS_ML_BETONLINE,ODDS_ML_BOGDOG,ODDS_ML_BUMBET,ODDS_ML_INTERTOPS,ODDS_ML_OPENING,OPP_ODDS_ML_BOGDOG,OPP_ODDS_ML_BUMBET,OPP_ODDS_ML_OPENING,OPP_ODDS_ML_BETONLINE,OPP_ODDS_ML_INTERTOPS
516,2020-01-03,HOU,PHI,118,108,23-11,23-13,119.41,29.53,31.26,29.68,27.44,45.55,77.96,35.20,21.56,47.06,14.62,109.56,29.19,26.81,27.19,25.81,47.01,74.59,36.22,26.42,46.22,14.61,-195,-180,-180,-190,-190,+160,+160,+165,+170,+165
517,2020-01-03,PHO,NY,120,112,13-21,10-24,114.06,27.94,27.35,29.44,28.26,46.14,80.50,34.96,28.38,43.26,14.09,103.68,25.03,26.88,26.03,25.38,43.15,68.88,34.77,21.15,46.50,13.91,-300,-275,-275,-280,-250,+225,+225,+210,+240,+240
518,2020-01-03,LAL,NOP,123,113,27-7,11-23,112.56,29.15,29.18,28.88,24.88,48.21,73.54,35.00,26.06,45.18,14.68,112.26,28.44,27.18,27.88,28.18,44.69,73.50,36.85,24.85,45.79,15.15,-575,-600,-600,-570,-700,+400,+400,+475,+435,+420
519,2020-01-04,LAC,MEM,114,140,25-11,13-22,115.31,28.50,29.56,29.11,27.86,46.04,78.92,36.04,23.36,48.08,15.03,111.40,28.71,27.11,28.69,26.49,46.43,78.02,35.58,27.29,45.06,15.26,-550,-550,-550,-550,-750,+375,+375,+525,+410,+410
520,2020-01-04,BKN,TOR,102,121,16-17,23-12,110.61,27.64,28.58,27.30,25.55,44.09,74.62,33.25,23.76,48.79,15.03,110.49,27.17,27.71,28.74,26.20,44.86,80.45,36.70,24.94,46.14,14.20,-125,-120,-120,-130,-117,+100,+100,-103,+105,+110
521,2020-01-04,ORL,UTA,96,109,16-19,22-12,103.49,25.46,26.34,25.60,26.09,43.16,76.93,33.58,22.86,44.40,12.11,107.85,26.65,25.76,28.91,26.53,46.44,77.00,38.80,21.68,45.53,15.41,+145,+145,+145,+145,+150,-165,-165,-170,-165,-165
522,2020-01-04,ATL,IND,116,111,7-28,22-13,107.09,26.17,27.34,27.49,25.51,44.24,75.68,31.65,23.23,42.29,16.63,109.26,26.74,28.66,26.83,26.14,46.81,79.85,36.90,25.71,43.71,12.49,+255,+255,+255,+250,+210,-310,-310,-250,-325,-300
523,2020-01-04,CLE,OKC,106,121,10-24,19-15,104.38,25.68,24.56,26.41,27.32,44.64,75.68,33.85,21.38,44.32,15.56,108.26,25.71,27.76,27.18,26.24,46.70,79.35,33.90,21.38,42.94,13.47,+220,+220,+220,+215,+225,-270,-270,-265,-260,-255
524,2020-01-04,CHI,BOS,104,111,13-22,24-8,105.69,26.57,26.91,25.89,25.74,42.91,76.71,35.32,23.11,44.00,14.66,111.38,26.22,27.31,28.72,28.91,45.73,79.91,35.34,23.28,45.97,12.91,-110,-110,-110,-115,+125,-110,-110,-145,-110,-105
525,2020-01-04,WAS,DEN,128,114,10-24,24-10,115.76,28.71,30.38,27.62,28.74,45.85,78.70,36.55,26.15,42.00,13.15,108.62,26.85,27.06,27.35,26.47,46.03,77.01,35.32,26.53,45.12,13.06,+725,+650,+650,+650,+475,-1100,-1100,-650,-1150,-1000
526,2020-01-04,DAL,CHR,120,123,22-12,14-23,116.53,29.41,29.35,29.97,27.41,45.86,78.49,36.67,24.41,48.03,12.59,103.95,26.73,26.62,25.62,24.51,43.45,73.92,35.31,23.76,42.68,14.24,-750,-850,-850,-750,-1000,+525,+525,+650,+525,+525
527,2020-01-04,GS,DET,104,111,9-27,12-23,105.31,25.78,27.28,25.25,26.11,43.32,81.02,33.37,24.11,43.72,13.97,108.37,28.97,27.29,25.66,26.46,46.44,73.64,37.12,24.51,42.29,15.17,+123,+130,+130,+125,+145,-150,-150,-165,-143,-145
528,2020-01-04,MIL,SAN,127,118,31-5,14-19,119.44,29.33,30.17,29.14,30.67,48.29,72.41,35.91,26.11,51.94,14.53,113.06,26.88,27.85,28.94,27.58,47.22,77.93,36.81,24.73,46.45,13.12,-850,-900,-900,-800,-900,+550,+550,+600,+575,+550
529,2020-01-04,SAC,NOP,115,117,13-22,11-24,105.60,26.57,26.03,26.51,25.69,45.09,77.78,34.94,22.54,42.11,14.26,112.29,28.49,27.31,27.69,28.23,44.77,73.62,36.65,24.83,45.63,15.03,-135,-130,-130,-135,-180,+110,+110,+160,+115,+115
530,2020-01-05,LAC,NY,135,132,25-12,10-25,115.27,28.46,29.57,28.95,28.03,45.99,78.88,35.72,23.27,48.11,14.97,103.91,25.37,26.80,26.03,25.37,43.19,68.80,34.51,21.09,46.66,13.94,-525,-560,-560,-530,-400,+380,+380,+320,+405,+400
531,2020-01-05,MIA,POR,122,111,25-10,15-21,110.80,29.20,28.17,25.91,25.43,46.53,76.96,37.64,24.80,45.77,15.40,112.31,28.47,27.72,28.25,26.50,45.25,81.59,36.17,19.61,46.14,12.97,-210,-230,-230,-220,-250,+190,+190,+210,+180,+180
532,2020-01-05,CLE,MIN,103,118,10-25,13-21,104.43,25.71,24.60,26.40,27.31,44.67,75.84,34.20,21.31,44.26,15.49,111.62,27.71,28.41,26.32,27.00,42.98,76.01,32.03,21.94,46.91,14.56,+210,+205,+205,+205,+105,-245,-245,-125,-250,-245
533,2020-01-05,PHO,MEM,114,121,14-21,14-22,114.23,27.97,27.20,29.51,28.51,46.16,80.43,34.98,28.37,43.40,13.97,112.19,29.03,27.06,28.97,26.75,46.57,78.31,35.93,27.53,45.31,15.08,-285,-270,-270,-270,-290,+220,+220,+245,+235,+230
534,2020-01-05,LAL,DET,106,99,28-7,13-23,112.86,29.51,29.26,28.94,24.69,48.26,73.83,35.35,26.14,45.23,14.60,108.44,28.86,27.39,25.69,26.50,46.58,73.91,37.20,24.50,42.39,15.33,-2000,-1700,-1700,-1500,-2000,+850,+850,+1125,+1025,+775
535,2020-01-06,WAS,BOS,99,94,11-24,25-8,116.11,28.77,30.37,27.80,28.86,46.11,78.79,36.56,25.97,42.20,13.09,111.36,26.33,27.24,28.76,28.82,45.92,79.94,35.46,23.24,45.91,13.09,+370,+315,+315,+330,+325,-430,-430,-425,-470,-420
536,2020-01-06,ORL,BKN,101,89,16-20,16-18,103.28,25.44,26.22,25.67,25.94,43.20,76.90,33.45,22.81,44.44,12.06,110.35,27.79,28.29,27.32,25.44,44.17,74.58,33.36,23.76,48.47,15.29,-190,-180,-180,-190,-190,+160,+160,+160,+165,+165
537,2020-01-06,CHR,IND,104,115,15-23,22-14,104.45,26.87,26.58,25.55,24.47,43.60,74.53,35.47,23.84,42.95,14.32,109.31,26.72,28.81,27.06,25.86,46.67,80.00,36.90,25.67,43.58,12.44,+205,+190,+190,+200,+168,-230,-230,-189,-245,-240
538,2020-01-06,PHI,OKC,120,113,23-14,20-15,109.51,29.14,26.78,27.30,25.76,46.97,74.51,35.88,26.57,46.16,14.51,108.63,25.94,27.89,27.11,26.34,46.64,79.39,34.04,21.46,43.20,13.40,-350,-330,-330,-320,-260,+265,+265,+220,+275,+260
539,2020-01-06,ATL,DEN,115,123,8-28,24-11,107.33,26.64,27.17,27.61,25.36,44.41,76.17,31.64,23.19,42.22,16.53,108.77,26.63,27.31,27.57,26.40,46.03,77.27,34.92,26.29,44.77,13.03,+250,+260,+260,+255,+250,-320,-320,-310,-310,-310
540,2020-01-06,NOP,UTA,126,128,12-24,23-12,112.42,28.39,27.31,27.58,28.58,44.74,73.71,36.62,24.92,45.58,15.03,107.89,26.83,25.57,28.77,26.71,46.40,76.78,38.84,21.69,45.69,15.20,+145,+160,+160,+150,+115,-180,-180,-135,-165,-170
541,2020-01-06,DAL,CHI,118,110,22-13,13-23,116.63,29.14,29.20,30.26,27.17,45.89,78.59,36.44,24.51,47.83,12.51,105.64,26.61,26.83,25.75,25.89,42.90,76.61,35.40,23.11,43.81,14.67,-400,-380,-380,-380,-380,+290,+290,+300,+315,+300
542,2020-01-06,SAN,MIL,126,104,14-20,32-5,113.21,27.00,28.06,28.82,27.56,47.03,78.52,36.73,24.59,46.59,12.97,119.65,29.32,30.49,29.22,30.49,48.32,72.42,35.97,26.03,51.86,14.38,+305,+290,+290,+290,+240,-380,-380,-300,-380,-360
543,2020-01-06,SAC,GS,111,98,13-23,9-28,105.86,26.56,25.92,26.67,25.94,45.08,77.64,35.32,22.47,42.36,14.42,105.27,25.70,27.51,25.14,26.05,43.24,81.14,33.74,24.16,43.68,13.97,-550,-570,-570,-570,-850,+385,+385,+575,+410,+420
544,2020-01-07,CLE,DET,113,115,10-26,13-24,104.39,25.56,24.69,26.53,27.22,44.75,75.92,34.15,21.14,44.25,15.61,108.19,28.68,27.32,25.86,26.32,46.35,74.39,37.31,24.41,42.41,15.35,+146,+145,+145,+145,+125,-165,-165,-145,-166,-165
545,2020-01-07,TOR,POR,99,101,24-12,15-22,110.78,27.08,27.61,28.92,26.53,44.88,80.14,36.80,24.83,46.06,14.00,112.27,28.22,27.70,28.43,26.59,45.27,81.80,36.14,19.65,45.97,12.89,-137,-140,-140,-140,-115,+120,+120,-105,+117,+120
546,2020-01-07,BKN,OKC,103,111,16-19,20-16,109.74,27.63,27.97,27.46,25.23,43.84,74.67,32.93,23.66,48.40,15.20,108.75,26.08,27.69,27.31,26.36,46.59,78.98,34.24,21.33,43.31,13.36,-106,-110,-110,-115,+105,-110,-110,-125,-114,-105
547,2020-01-07,MEM,MIN,119,112,15-22,14-21,112.43,28.97,27.27,29.11,26.70,46.76,78.27,36.17,27.62,45.22,15.11,111.80,27.60,28.80,26.37,26.91,43.18,76.02,32.17,22.23,46.80,14.60,-172,-180,-180,-180,-145,+160,+160,+125,+152,+160
548,2020-01-07,PHO,SAC,103,114,14-22,14-23,114.22,28.06,27.17,29.25,28.75,46.13,80.56,34.73,28.28,43.47,13.86,106.00,26.54,25.92,26.97,25.81,45.16,77.66,35.67,22.59,42.38,14.62,-275,-245,-245,-270,-255,+205,+205,+215,+225,+230
549,2020-01-07,LAL,NY,117,87,29-7,10-26,112.67,29.33,29.36,28.67,24.86,48.19,73.72,35.26,26.06,45.36,14.56,104.69,25.92,26.72,26.17,25.56,43.56,68.64,34.87,21.11,46.39,14.00,-1300,-1300,-1300,-1400,-1300,+725,+725,+775,+775,+750
550,2020-01-08,IND,MIA,108,122,23-14,26-10,109.46,26.73,28.43,27.32,26.14,46.83,79.97,36.94,25.81,43.57,12.38,111.11,29.25,28.33,26.00,25.50,46.70,76.71,37.76,25.06,45.81,15.25,-115,+100,+100,-120,-120,-120,-120,+100,-105,+100
551,2020-01-08,BOS,SAN,114,129,25-9,15-20,110.85,26.06,27.12,28.85,28.62,45.57,79.84,35.01,23.06,46.18,13.18,113.57,27.00,28.34,28.74,27.77,47.14,78.79,37.37,24.54,46.80,12.91,-310,-350,-350,-320,-260,+275,+275,+215,+250,+260
552,2020-01-08,CHR,TOR,110,112,15-24,24-13,104.44,26.92,26.28,25.44,24.85,43.65,74.94,35.42,23.77,42.82,14.23,110.46,27.00,27.73,28.73,26.38,44.63,80.00,36.77,24.73,46.35,13.97,+122,+135,+135,+120,+140,-155,-155,-160,-142,-140
553,2020-01-08,ORL,WAS,123,89,17-20,12-24,103.22,25.30,26.38,25.59,25.95,43.20,76.80,33.39,22.76,44.86,12.22,115.64,28.69,30.22,27.67,28.75,46.11,78.30,36.51,25.75,42.33,13.11,-515,-550,-550,-530,-500,+375,+375,+375,+395,+400
554,2020-01-08,DAL,DEN,106,107,23-13,25-11,116.67,29.25,29.17,30.17,27.25,46.06,78.48,36.52,24.53,47.69,12.56,109.17,26.69,27.53,27.56,26.56,46.17,77.15,34.88,26.31,44.67,12.78,-180,-190,-190,-180,-135,+165,+165,+115,+160,+160
555,2020-01-08,ATL,HOU,115,122,8-29,24-11,107.54,26.76,27.11,27.68,25.46,44.44,76.48,32.07,23.22,42.00,16.35,119.37,29.26,31.51,29.86,27.29,45.60,77.86,35.25,21.57,47.03,14.51,+275,+265,+265,+270,+293,-330,-330,-346,-350,-330
556,2020-01-08,NOP,CHI,123,108,12-25,13-24,112.78,28.59,27.32,27.73,28.59,44.84,73.95,36.66,24.86,45.62,14.78,105.76,26.62,26.86,25.78,25.95,43.02,76.68,35.25,23.16,43.84,14.49,-163,-165,-165,-160,-210,+145,+145,+175,+143,+140
557,2020-01-08,UTA,NY,128,104,24-12,10-27,108.44,27.06,25.78,28.72,26.89,46.54,76.97,39.12,21.61,45.61,15.00,104.22,25.78,26.65,26.14,25.32,43.43,68.42,34.61,20.95,46.41,14.08,-1300,-1500,-1500,-1300,-800,+775,+775,+550,+775,+725
558,2020-01-08,GS,MIL,98,107,9-29,32-6,105.08,25.53,27.34,25.11,26.26,43.15,81.04,33.39,24.03,43.68,14.05,119.24,29.13,30.47,29.21,30.29,48.09,72.73,35.89,25.97,51.50,14.21,+750,+750,+750,+700,+700,-1400,-1400,-1100,-1200,-1200
559,2020-01-09,PHI,BOS,109,98,24-14,25-10,109.79,29.18,26.89,27.32,25.87,47.09,74.70,36.20,26.68,46.05,14.39,110.94,25.94,27.06,29.06,28.69,45.46,80.23,34.99,23.14,45.97,13.23,-116,-115,-115,-123,-135,-105,-105,+115,-104,+103
560,2020-01-09,DET,CLE,112,115,14-24,10-27,108.37,28.63,27.32,25.97,26.45,46.34,74.66,37.37,24.45,42.34,15.18,104.62,25.65,25.05,26.57,26.97,44.87,76.31,34.44,21.35,44.30,15.62,-300,-320,-320,-320,-285,+260,+260,+246,+240,+260
561,2020-01-09,MIN,POR,116,102,14-22,16-22,111.81,27.72,28.67,26.42,26.94,43.21,76.13,32.16,22.25,46.61,14.69,111.97,27.87,27.79,28.29,26.74,45.22,81.86,36.17,19.74,45.95,12.82,-101,+100,+100,+100,+125,-120,-120,-145,-119,-120
562,2020-01-09,OKC,HOU,113,92,21-16,25-11,108.81,26.11,27.54,27.24,26.38,46.43,79.10,34.09,21.27,43.51,13.41,119.44,29.69,31.53,29.64,27.17,45.51,77.77,35.07,21.58,47.36,14.47,+145,+160,+160,+150,+115,-180,-180,-135,-165,-170
563,2020-01-10,WAS,ATL,111,101,12-25,8-30,114.92,28.54,30.19,27.46,28.43,46.03,77.85,36.31,25.70,42.27,13.38,107.74,26.82,27.26,27.55,25.58,44.20,76.88,31.99,23.13,42.32,16.21,-102,+105,+105,-105,-125,-125,-125,+105,-118,-115
564,2020-01-10,NY,NOP,111,123,10-28,13-25,104.21,25.87,26.58,25.87,25.58,43.42,68.80,34.64,20.87,46.26,13.95,113.05,28.45,27.26,28.16,28.66,44.89,74.24,36.59,25.03,45.74,14.76,+165,+175,+175,+165,+175,-210,-210,-210,-190,-190
565,2020-01-10,BKN,MIA,117,113,16-20,27-10,109.56,27.50,27.89,27.50,25.19,43.75,74.68,32.84,23.53,48.50,15.25,111.41,29.30,28.41,26.32,25.41,46.87,76.80,37.89,25.14,45.68,15.14,+158,+170,+170,+155,+133,-200,-200,-147,-178,-175
566,2020-01-10,CHI,IND,105,116,13-25,23-15,105.82,26.47,26.87,25.82,26.13,43.06,76.17,35.37,23.13,43.71,14.42,109.42,26.63,28.37,27.21,26.39,46.85,79.84,36.85,25.79,43.39,12.37,-120,-110,-110,-115,+160,-110,-110,-180,+100,-105
567,2020-01-10,MEM,SAN,134,121,16-22,16-20,112.61,28.92,27.18,29.16,26.97,46.88,78.61,36.00,27.47,45.21,15.13,114.00,27.19,28.42,28.89,27.83,47.36,79.23,37.18,24.64,46.86,12.94,-112,-105,-105,-105,-110,-115,-115,-110,-108,-115
568,2020-01-10,UTA,CHR,109,92,25-12,15-25,108.97,27.38,25.97,28.57,27.05,46.77,76.54,39.05,21.81,45.73,14.78,104.58,27.03,26.23,25.45,24.70,43.67,74.89,35.56,23.93,43.00,14.30,-900,-900,-900,-850,-850,+550,+550,+628,+600,+575
569,2020-01-10,PHO,ORL,98,94,14-23,18-20,113.92,28.08,27.08,29.38,28.41,46.17,80.59,34.63,28.16,43.41,13.95,103.74,25.47,26.66,25.66,25.95,43.37,76.91,33.48,22.79,45.03,12.32,-174,-200,-200,-180,-124,+170,+170,+112,+154,+160
570,2020-01-10,DAL,LAL,114,129,23-14,30-7,116.38,29.32,29.11,30.16,26.97,46.17,78.16,36.46,24.59,47.43,12.57,112.78,29.24,29.54,28.51,25.05,48.23,74.01,35.64,26.08,45.43,14.65,-135,-120,-120,-130,-125,+100,+100,+105,+115,+110
571,2020-01-10,SAC,MIL,106,127,15-23,33-6,106.21,26.53,25.95,26.92,26.08,45.13,78.09,35.84,22.47,42.34,14.63,118.92,28.87,30.41,29.33,30.18,47.90,73.22,35.52,25.87,51.38,14.08,+380,+350,+350,+360,+320,-500,-500,-400,-500,-470
572,2020-01-10,LAC,GS,109,100,26-12,9-30,115.79,28.47,30.03,29.18,27.84,46.19,78.98,36.25,23.32,47.95,15.08,104.90,25.36,27.15,25.31,26.26,43.01,81.12,33.60,24.15,43.90,14.15,-1500,-1400,-1400,-1300,-1200,+750,+750,+750,+875,+725
573,2020-01-11,HOU,MIN,139,109,25-12,15-22,118.70,29.46,31.41,29.35,27.11,45.32,77.98,34.88,21.43,47.14,14.46,111.92,27.73,28.73,26.81,26.65,43.37,76.03,32.34,22.32,46.86,14.68,-550,-550,-550,-500,-750,+375,+375,+525,+430,+375
574,2020-01-11,DET,CHI,99,108,14-25,13-26,108.46,28.72,27.36,25.87,26.26,46.42,74.44,37.25,24.33,42.44,15.18,105.79,26.49,26.67,25.82,26.31,43.14,76.27,35.63,22.95,43.51,14.44,-165,-160,-160,-160,-160,+140,+140,+140,+145,+140
575,2020-01-11,BOS,NOP,140,105,25-11,14-25,110.58,26.19,26.86,28.94,28.39,45.40,80.43,35.10,22.97,45.75,13.25,113.31,28.56,27.44,28.15,28.64,45.16,73.80,36.86,25.28,45.67,14.87,-750,-800,-800,-700,-450,+500,+500,+350,+550,+500
576,2020-01-11,OKC,LAL,110,125,22-16,31-7,108.92,26.39,27.42,27.29,26.32,46.51,79.12,34.10,21.29,43.74,13.39,113.21,29.66,29.66,28.29,25.18,48.35,74.16,35.76,25.87,45.53,14.45,-415,-400,-400,-410,-120,+300,+300,+100,+335,+320
577,2020-01-11,DAL,PHI,109,91,23-15,25-14,116.32,29.26,29.16,30.11,27.00,46.01,77.73,36.28,24.45,47.42,12.47,109.77,29.10,26.77,27.36,26.03,47.13,74.62,36.31,26.62,46.10,14.33,-145,-150,-150,-140,-130,+130,+130,+110,+125,+120
578,2020-01-11,DEN,CLE,103,111,26-11,11-27,109.11,26.70,27.57,27.62,26.41,46.24,77.23,34.94,26.32,44.46,12.76,104.89,25.66,25.03,26.68,26.82,45.09,76.14,34.28,21.42,44.16,15.58,-900,-1000,-1000,-900,-1100,+600,+600,+700,+640,+600
579,2020-01-11,POR,MIL,101,122,16-23,34-6,111.72,28.03,27.41,28.26,26.77,44.98,81.35,35.99,19.59,45.82,12.74,119.13,29.00,30.13,29.53,30.35,47.94,73.33,35.27,25.95,51.40,14.00,+275,+275,+275,+275,+175,-350,-350,-210,-330,-340
580,2020-01-12,NY,MIA,124,121,10-29,27-11,104.38,26.00,26.67,25.85,25.56,43.50,68.82,34.27,21.00,46.26,13.92,111.45,29.63,28.37,26.16,25.37,47.00,76.99,37.58,25.16,45.53,14.92,+265,+275,+275,+270,+325,-350,-350,-425,-315,-330
581,2020-01-12,WAS,UTA,116,127,13-25,26-12,114.82,28.58,30.08,27.39,28.47,45.76,77.32,36.27,25.71,42.66,13.26,108.97,27.42,26.13,28.50,26.92,46.86,76.57,39.18,21.97,45.58,14.79,+205,+210,+210,+210,+320,-250,-250,-400,-245,-250
582,2020-01-12,BKN,ATL,108,86,17-20,8-31,109.76,27.62,27.81,27.62,25.27,43.88,74.43,32.88,23.73,48.57,15.08,107.56,26.67,27.33,27.56,25.49,44.25,76.14,31.82,23.03,42.67,16.26,-450,-480,-480,-450,-210,+340,+340,+186,+360,+350
583,2020-01-12,MEM,GS,122,102,17-22,9-31,113.15,29.13,27.15,29.36,27.15,47.03,78.79,36.18,27.77,45.31,14.95,104.78,25.23,27.30,25.43,26.03,42.89,80.88,33.16,24.25,43.95,14.05,-260,-270,-270,-265,-260,+220,+220,+215,+220,+225
584,2020-01-12,TOR,SAN,104,105,25-13,16-21,110.50,27.05,27.82,28.55,26.16,44.63,79.77,36.82,24.97,46.34,13.87,114.19,27.32,28.32,29.22,27.70,47.38,79.44,37.39,24.76,46.59,12.89,-195,-190,-190,-200,-155,+165,+165,+135,+170,+170
585,2020-01-12,PHO,CHR,100,92,15-23,15-26,113.50,28.05,27.18,29.11,28.21,46.07,80.81,34.58,27.92,43.42,13.95,104.27,26.68,26.20,25.41,24.83,43.73,74.86,35.47,23.83,42.85,14.44,-365,-400,-400,-380,-333,+300,+300,+283,+295,+300
586,2020-01-12,DEN,LAC,114,104,26-12,27-12,108.95,26.47,27.47,27.66,26.55,46.15,77.11,34.44,26.24,44.39,12.55,115.62,28.31,29.92,29.08,28.05,46.25,78.84,36.01,23.41,48.10,15.18,-107,-105,-105,-105,-118,-115,-115,+107,-113,-115
587,2020-01-13,DET,NOP,110,117,14-26,14-26,108.23,28.50,27.40,25.78,26.30,46.41,74.21,37.14,24.28,42.43,15.28,113.10,28.45,27.58,28.08,28.50,45.02,73.54,36.69,25.38,45.60,14.90,-195,-200,-200,-205,-105,+170,+170,-115,+170,+175
588,2020-01-13,IND,PHI,101,95,24-15,25-15,109.59,26.69,28.28,27.15,26.67,47.10,79.55,36.84,25.92,43.46,12.33,109.30,28.93,26.80,27.08,26.00,46.87,74.51,35.94,26.50,46.03,14.08,-165,-165,-165,-160,+100,+145,+145,-120,+145,+140
589,2020-01-13,BOS,CHI,113,101,26-11,14-26,111.38,26.59,26.97,29.30,28.32,45.68,80.62,35.41,23.14,45.95,13.16,105.85,26.70,26.65,25.68,26.33,43.31,76.55,35.52,22.98,43.38,14.43,-500,-500,-500,-500,-500,+350,+350,+395,+395,+375
590,2020-01-13,MIN,OKC,104,117,15-23,22-17,111.84,27.53,28.53,27.03,26.82,43.22,75.69,32.18,22.47,46.79,14.76,108.95,26.21,27.49,27.44,26.36,46.52,79.28,33.96,21.33,43.56,13.23,+106,+120,+120,+105,+110,-140,-140,-130,-126,-125
591,2020-01-13,POR,CHR,115,112,16-24,15-27,111.45,27.93,27.50,28.18,26.63,44.82,81.34,35.77,19.53,45.88,12.75,103.98,26.62,26.07,25.43,24.74,43.69,74.70,35.17,23.86,42.71,14.43,-425,-470,-470,-480,-350,+335,+335,+275,+345,+365
592,2020-01-13,SAC,ORL,112,114,15-24,18-21,106.21,26.31,25.95,27.03,26.21,45.15,78.11,35.65,22.56,42.41,14.67,103.49,25.46,26.56,25.69,25.77,43.20,76.97,33.31,22.59,45.13,12.36,-115,-120,-120,-120,-150,+100,+100,+130,-105,+100
593,2020-01-13,LAL,CLE,128,99,32-7,12-27,113.51,29.95,29.72,28.31,25.13,48.44,74.22,36.06,25.74,45.74,14.38,105.05,25.59,25.10,26.87,26.79,45.20,76.28,34.23,21.44,44.44,15.54,-1250,-1400,-1400,-1200,-1000,+750,+750,+650,+775,+700
594,2020-01-14,ATL,PHO,123,110,8-32,16-23,107.03,26.40,27.40,27.38,25.35,43.94,76.32,31.59,23.03,42.43,16.15,113.15,27.79,27.21,29.00,28.23,46.16,80.43,34.56,27.77,43.62,14.05,+107,+120,+120,+115,+130,-140,-140,-150,-127,-135
595,2020-01-14,BKN,UTA,107,118,18-20,27-12,109.71,27.87,27.95,27.47,25.03,44.09,73.82,32.98,23.76,48.92,15.32,109.44,27.31,26.28,28.74,27.10,47.04,76.78,39.04,22.03,45.54,14.69,+125,+130,+130,+125,+100,-150,-150,-120,-145,-145
596,2020-01-14,MEM,HOU,121,110,18-22,26-12,113.38,29.08,27.30,29.50,27.15,46.97,78.95,36.05,27.90,45.68,14.98,119.24,29.26,31.50,29.76,27.37,45.49,78.02,35.02,21.63,47.42,14.55,+161,+165,+165,+165,+176,-190,-190,-197,-181,-190
597,2020-01-14,MIL,NY,128,102,35-6,11-29,119.20,29.07,30.17,29.61,30.22,47.88,73.26,35.31,25.83,51.61,13.90,104.88,26.03,26.70,25.93,25.93,43.70,69.21,34.13,21.08,46.08,13.75,-2000,-2600,-2600,-2000,-3000,+1075,+1075,+1450,+1000,+900
598,2020-01-14,LAC,CLE,128,103,27-13,12-28,115.33,28.35,29.73,28.90,28.10,46.23,78.80,35.71,23.35,47.95,15.15,104.90,25.63,25.00,26.75,26.85,45.19,76.00,34.10,21.43,44.33,15.63,-1800,-1700,-1700,-1700,-1800,+850,+850,+1100,+950,+825
599,2020-01-14,GS,DAL,97,124,9-32,24-15,104.71,25.24,27.44,25.22,26.02,42.77,80.68,33.64,24.22,44.02,14.24,116.13,29.03,28.95,30.15,27.23,46.12,77.41,36.36,24.38,47.59,12.54,+300,+280,+280,+280,+350,-360,-360,-450,-370,-350
600,2020-01-15,PHI,BKN,117,106,25-16,18-21,108.95,28.78,26.78,26.90,26.00,46.74,74.60,35.47,26.27,46.17,14.00,109.64,27.82,27.72,27.51,25.23,44.24,73.59,32.94,23.72,48.77,15.23,-260,-280,-280,-270,-319,+230,+230,+250,+220,+230
601,2020-01-15,BOS,DET,103,116,27-11,14-27,111.42,26.63,26.97,29.26,28.37,45.72,80.94,35.47,23.26,45.87,13.13,108.27,28.37,27.44,25.76,26.27,46.25,74.34,37.07,24.34,42.44,15.12,-515,-550,-550,-480,-440,+375,+375,+362,+410,+365
602,2020-01-15,MIA,SAN,106,100,27-12,17-21,111.69,29.67,28.38,26.36,25.41,47.16,77.13,37.64,25.13,45.33,14.90,113.95,27.16,28.16,29.13,27.92,47.29,79.23,36.92,24.74,46.71,12.84,-220,-225,-225,-220,-235,+185,+185,+185,+190,+180
603,2020-01-15,MIN,IND,99,104,15-24,25-15,111.64,27.67,28.49,26.82,26.77,43.19,75.70,32.22,22.49,46.54,14.62,109.38,26.58,28.03,27.20,26.80,46.89,79.59,36.88,25.88,43.63,12.25,+160,+160,+160,+155,+125,-180,-180,-145,-180,-175
604,2020-01-15,OKC,TOR,121,130,23-17,25-14,109.15,26.30,27.63,27.48,26.33,46.60,79.53,34.12,21.43,43.75,13.28,110.33,27.08,27.69,28.62,26.05,44.52,79.80,36.78,25.10,46.31,13.79,-105,-120,-120,-125,-125,+100,+100,+113,-115,+105
605,2020-01-15,CHI,WAS,115,106,14-27,13-26,105.73,26.39,26.56,25.88,26.41,43.36,76.67,35.32,22.80,43.24,14.41,114.85,28.72,30.13,27.33,28.38,45.89,77.52,36.19,25.77,42.51,13.15,-190,-190,-190,-190,-182,+165,+165,+150,+165,+165
606,2020-01-15,DEN,CHR,100,86,27-12,15-28,109.08,26.54,27.72,27.54,26.51,46.20,77.17,34.65,26.18,44.38,12.56,104.16,26.60,25.93,25.84,24.70,43.70,74.76,35.48,23.86,42.70,14.28,-700,-700,-700,-700,-500,+450,+450,+375,+520,+500
